id	type	address	number	postal_code	municipality	province	location	public	available	hours	latitude	longitude
13937	Appareil fixe-Vast apparaat	Welzijnscampus  11 3600 Genk	11	3600	Genk	Limburg	rechts van de hoofdingang van Sociaal huis porta Vida, buiten tegen de gevel, pictogram aangebracht zodat het meeste zichtbaarheid heeft op het plein	Oui-Ja	Oui-Ja	NA	50.967299	5.5103379074485
12055	Appareil fixe-Vast apparaat	Welzijnstraat   9620 Zottegem	NA	9620	Zottegem	Oost-Vlaanderen	Etage 1 - dokterslokaal	Oui-Ja	Non-Nee	Tijdens openingsuren: ma-do 8u30-12u en 13u-18u, vrij 8u30-12u en 13u-17u, zavm (niet in schoolvakanties) 8u30-12u30	50.8702566	3.8175085
98	NA	Wemmelsestweg 100 1090 Brussel	100	1090	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.87319183	4.33546686
15666	Appareil fixe-Vast apparaat	Werchterplein 21 3118 WERCHTER	21	3118	WERCHTER	Vlaams-Brabant	Gevel oude pastorie 	Oui-Ja	Oui-Ja	NA	50.9708928	4.6934656
8895	NA	Werft  32 2440 Geel	32	2440	Geel	Antwerpen	NA	Y	NA	NA	51.161508	4.9859605
9166	NA	Werkhovensestraat 2 2320 Hoogstraten	2	2320	Hoogstraten	Antwerpen	NA	Y	NA	NA	51.4516463	4.73269062338889
3323	NA	Werkhuizenkaai   1000 Brussel	NA	1000	Brussel	Bruxelles-Brussel	cafetaria Kiekekot	NA	NA	NA	50.874309	4.362246
3324	NA	Werkhuizenkaai   1000 Brussel	NA	1000	Brussel	Bruxelles-Brussel	cafetaria Jupiler	NA	NA	NA	50.874309	4.362246
2108	NA	Werkhuizenkaai  1000 Brussel	NA	1000	Brussel	Bruxelles-Brussel	lokaal bewaking, ing markt	NA	NA	NA	50.8807903	4.3741396
9194	NA	Werkhuizenkaai  1000 Brussel	NA	1000	Brussel	Bruxelles-Brussel	NA	Y	NA	NA	50.8807903	4.3741396
9195	NA	Werkhuizenkaai  1000 Brussel	NA	1000	Brussel	Bruxelles-Brussel	NA	Y	NA	NA	50.8807903	4.3741396
16330	Appareil fixe-Vast apparaat	Werkhuizenkaai 23 1000 Brussel 	23	1000	Brussel 	Bruxelles-Brussel	Aan de ingang van het gebouw	Oui-Ja	Non-Nee	Openingsuren van de vestiging 	NA	NA
15959	Appareil fixe-Vast apparaat	Werkplaatsstraat  4 8630 VEURNE	4	8630	VEURNE	West-Vlaanderen	in de refter	Oui-Ja	NA	NA	51.06566695	2.67285301993362
6329	NA	Wervikhovestraat 7 8800 Roeselare	7	8800	Roeselare	West-Vlaanderen	NA	NA	NA	NA	50.9268266	3.1575693
5024	NA	Wespelaarsesteenweg 85 3150 Haacht	85	3150	Haacht	Vlaams-Brabant	hoofdingang	NA	NA	NA	50.97030835	4.63580475191189
11949	Vast apparaat	Westelijke havendam  8380 Zeebrugge	NA	8380	Zeebrugge	West-Vlaanderen	Verkeercentrale Zeebrugge	Ja	NA	NA	51.3313446	3.20683718
16535	Appareil fixe-Vast apparaat	Westendelaan  96 8430 Middelkerke	96	8430	Middelkerke	West-Vlaanderen	Sportpark - Petanque club	Oui-Ja	Oui-Ja	NA	51.17965645	2.80339938555158
2139	NA	Westendelaan 1 8434 Middelkerke	1	8434	Middelkerke	West-Vlaanderen	buitngvl reddingspost kant zeedijk	NA	NA	NA	51.1846921	2.8200129
2882	NA	Westendelaan 24 8430 Middelkerke	24	8430	Middelkerke	West-Vlaanderen	glvl 1ste deur links	NA	NA	NA	51.18478305	2.81948977800893
11199	NA	Westendelaan 94 8430 Middelkerke	94	8430	Middelkerke	West-Vlaanderen	NA	Y	NA	NA	51.1812948	2.8131538
14966	Appareil fixe-Vast apparaat	Westendelaan 96 8430 Middelkerke	96	8430	Middelkerke	West-Vlaanderen	gelijkvloers aan de inkomhal	Oui-Ja	Non-Nee	tijdens openingsuren van het zwembad	51.17965645	2.80339938555158
9423	NA	Westendelaan-Henri Jasparlaan  8430 Middelkerke	NA	8430	Middelkerke	West-Vlaanderen	NA	Y	NA	NA	51.1594375	2.7687302
16649	Appareil fixe-Vast apparaat	Westerlosesteenweg 37 2220 Heist-op-den-Berg	37	2220	Heist-op-den-Berg	Antwerpen	Inkom wzc- aan de rechtste muur	Oui-Ja	Oui-Ja	NA	51.07350605	4.73825914155022
7072	NA	WESTERRING  15 9700 Oudenaarde	15	9700	Oudenaarde	Oost-Vlaanderen	NA	NA	NA	NA	50.8588932	3.5969294
13876	Appareil fixe-Vast apparaat	Westerring  25 9700 Oudenaarde	25	9700	Oudenaarde	Oost-Vlaanderen	Gelijkvloers, inkom, onthaal	Oui-Ja	Non-Nee	niet beschikbaar in het weekend, in de week tijdens de kantooruren ( 7 u - 17 u )	50.8699736	3.6078037
438	NA	Westerring 15 9700 Oudenaarde	15	9700	Oudenaarde	Oost-Vlaanderen	NA	NA	NA	NA	50.8588932	3.5969294
11550	NA	Westerring 15 9700 Oudenaarde	15	9700	Oudenaarde	Oost-Vlaanderen	NA	Y	NA	NA	50.8588932	3.5969294
2454	NA	Westerring 21 8700 Oudenaarde	21	8700	Oudenaarde	West-Vlaanderen	hoofdgang, 50m links	NA	NA	NA	50.8636234	3.60295849076373
10957	Appareil fixe-Vast apparaat	Westhavendam  4510 BRESKENS	NA	4510	BRESKENS	Antwerpen	"NIET ANTWERPEN => PROVINCIE ZEELAND IN NEDERLAND
APPARAATLOCATIE: Laatste appartementencomplex in inkom"	Oui-Ja	Oui-Ja	NA	51.3984724	3.5649682
10137	NA	Westpoort 62 2070 Zwijndrecht	62	2070	Zwijndrecht	Antwerpen	NA	NA	NA	NA	51.20679585	4.32892894296986
6233	NA	Weststraat  16 8460 Oudenburg	16	8460	Oudenburg	West-Vlaanderen	NA	NA	NA	NA	51.1836223	3.00297409466149
13493	Appareil fixe-Vast apparaat	Weststraat  9940 Sleidinge	NA	9940	Sleidinge	Oost-Vlaanderen	Buiten aan het kantoorgebouw	Oui-Ja	Oui-Ja	NA	51.1262818	3.6678135
1535	NA	Weststraat 135 9940 Sleidinge	135	9940	Sleidinge	Oost-Vlaanderen	NA	N	NA	NA	51.12487495	3.6670224127551
1536	NA	WESTSTRAAT 135 9940 SLEIDINGE	135	9940	SLEIDINGE	Oost-Vlaanderen	NA	N	NA	NA	51.12487495	3.6670224127551
12301	Appareil fixe-Vast apparaat	Weststraat 53 8770 Ingelmunster	53	8770	Ingelmunster	West-Vlaanderen	Onthaal van het woonzorgcentrum	Oui-Ja	Oui-Ja	8u-17u	50.9212459	3.24902835423398
15507	Appareil fixe-Vast apparaat	Westvaardijk 97 1850 Grimbergen	97	1850	Grimbergen	Vlaams-Brabant	.	Oui-Ja	Non-Nee	NA	50.941414	4.4118628
2396	NA	Westvaartdijk  85 1850 Grimbergen	85	1850	Grimbergen	Vlaams-Brabant	EHBO lokaal	NA	NA	NA	50.9401889	4.41482783531087
13442	Appareil fixe-Vast apparaat	Westvaartdijk 83 1850 GRIMBERGEN	83	1850	GRIMBERGEN	Vlaams-Brabant	/	Oui-Ja	NA	NA	50.93786005	4.41379292843009
9445	NA	Wetenschaps Park 1 8400 Oostende	1	8400	Oostende	West-Vlaanderen	NA	NA	NA	NA	51.22539139	2.9137404
10240	NA	Wetenschapspark 33 3590 Diepenbeek	33	3590	Diepenbeek	Limburg	NA	Y	NA	NA	50.9294006	5.38708836817056
10964	NA	Wetschot 2 2340 Beerse	2	2340	Beerse	Antwerpen	NA	Y	NA	NA	51.29392585	4.78795802140236
12668	Appareil fixe-Vast apparaat	WETSTRAAT  155 1000 BRUSSEL	155	1000	BRUSSEL	Bruxelles-Brussel	INKOMHAL	Oui-Ja	Oui-Ja	NA	50.84253855	4.38065492566641
12670	Appareil fixe-Vast apparaat	Wetstraat  155 1000 Bruxelles	155	1000	Bruxelles	Bruxelles-Brussel	5e verd. tegenover zaal S5	Non-Nee	Non-Nee	NA	50.84253855	4.38065492566641
12762	Appareil fixe-Vast apparaat	Wetstraat  16 1000 Brussel	16	1000	Brussel	Bruxelles-Brussel	Onthaal	Oui-Ja	Non-Nee	NA	50.8461212	4.3663795
15596	Appareil fixe-Vast apparaat	wetstraat 145 1000 BRUSSEL	145	1000	BRUSSEL	Bruxelles-Brussel	LEX gebouw, hoofdingang	Oui-Ja	Oui-Ja	NA	50.8431381	4.3794692
12669	Appareil fixe-Vast apparaat	WETSTRAAT 145 1000 BRUSSEL	145	1000	BRUSSEL	Bruxelles-Brussel	12e verd.to glazen lift	Oui-Ja	Oui-Ja	NA	50.8431381	4.3794692
15597	Appareil fixe-Vast apparaat	wetstraat 155 1000 BRUSSEL	155	1000	BRUSSEL	Bruxelles-Brussel	beveiligingskamer	Oui-Ja	Oui-Ja	NA	50.84253855	4.38065492566641
15762	Appareil fixe-Vast apparaat	Wetstraat 155 1000 BRUSSEL	155	1000	BRUSSEL	Bruxelles-Brussel	gebouw Lex-hoofdingang	Oui-Ja	Oui-Ja	NA	50.84253855	4.38065492566641
15601	Appareil fixe-Vast apparaat	WETSTRAAT 155 1000 BRUSSEL	155	1000	BRUSSEL	Bruxelles-Brussel	5 verd. tegenover zaal S5	Oui-Ja	Oui-Ja	NA	50.84253855	4.38065492566641
15593	Appareil fixe-Vast apparaat	Wetstraat 175 1000 BRUSSEL	175	1000	BRUSSEL	Bruxelles-Brussel	5e verdieping rechts in de hoofdgang naast telefooncabine	Oui-Ja	Oui-Ja	NA	50.8421289	4.3822407
15594	Appareil fixe-Vast apparaat	Wetstraat 175 1000 BRUSSEL	175	1000	BRUSSEL	Bruxelles-Brussel	GELIJKVLOERS INKOMHAL	Oui-Ja	Oui-Ja	NA	50.8421289	4.3822407
15595	Appareil fixe-Vast apparaat	Wetstraat 175 1000 BRUSSEL	175	1000	BRUSSEL	Bruxelles-Brussel	sportzaal verdiep -3	Oui-Ja	Oui-Ja	NA	50.8421289	4.3822407
9364	Appareil fixe-Vast apparaat	Wetstraat 175 1000 BRUSSEL	175	1000	BRUSSEL	Bruxelles-Brussel	centre de securite	Oui-Ja	Oui-Ja	NA	50.8421289	4.3822407
15760	Appareil fixe-Vast apparaat	Wetstraat 175 1000 BRUSSEL	175	1000	BRUSSEL	Bruxelles-Brussel	In de infirmerie EB	Oui-Ja	Oui-Ja	NA	50.8421289	4.3822407
15761	Appareil fixe-Vast apparaat	Wetstraat 175 1000 BRUSSEL	175	1000	BRUSSEL	Bruxelles-Brussel	In de infirmerie JL 	Oui-Ja	Oui-Ja	NA	50.8421289	4.3822407
315	NA	Wetstraat 23 1040 Brussel	23	1040	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.8451496	4.3698932
1631	NA	Wetstraat 44 1040 Brussel	44	1040	Brussel	Bruxelles-Brussel	NA	Y	NA	NA	50.8452367	4.3709498
1632	NA	Wetstraat 44 1040 Brussel	44	1040	Brussel	Bruxelles-Brussel	NA	Y	NA	NA	50.8452367	4.3709498
5447	NA	Wetstraat 51 1040 Brussel	51	1040	Brussel	Bruxelles-Brussel	glvl, in hal aan opgang van trappen	NA	NA	NA	50.8444906	4.3728177
10700	NA	Wetstraat 57 1040 Brussel	57	1040	Brussel	Bruxelles-Brussel	NA	Y	NA	NA	50.844387	4.3735202
10627	NA	Weverijstraat 11 9600 Ronse	11	9600	Ronse	Oost-Vlaanderen	NA	y	NA	NA	50.75068515	3.63910464161781
4245	NA	Weverijstraat 7 8900 Ieper	7	8900	Ieper	West-Vlaanderen	glvl bij trap naar kelder	NA	NA	NA	50.8560657	2.885191
9514	NA	Weverslaan 15 9160 Lokeren	15	9160	Lokeren	Oost-Vlaanderen	NA	NA	NA	NA	51.10924175	4.0176200241106
12431	Appareil fixe-Vast apparaat	Weverstraat  23 9100 Sint-Niklaas	23	9100	Sint-Niklaas	Oost-Vlaanderen	Ter hoogte van de ingang speelplaats aan de buitenzijde van het bureau van de directie.	Oui-Ja	Oui-Ja	8 u 30 tot 17 u	51.1462217	4.12131427653606
12626	Appareil fixe-Vast apparaat	Weyerstraat  3990 Peer	NA	3990	Peer	Limburg	buiten naast de inkomdeur	Oui-Ja	Oui-Ja	NA	51.1686591	5.5015008
3529	NA	Weynesbaan  34 2820 Rijmenam	34	2820	Rijmenam	Antwerpen	gelijkvloers	NA	NA	NA	51.01536935	4.60119719246894
7929	NA	Weynesbaan  43 2820 Rijmenam	43	2820	Rijmenam	Antwerpen	NA	NA	NA	NA	51.0201372	4.60127715798449
1974	NA	Wezembeeklaan 114 1950 Kraainem	114	1950	Kraainem	Vlaams-Brabant	nabij onthaal	NA	NA	NA	50.8488863	4.4731175
5839	NA	Wezembeekstraat  2 1930 Zaventem	2	1930	Zaventem	Vlaams-Brabant	NA	NA	NA	NA	50.87050385	4.47610995854012
10865	NA	Wezembeekstraat 5 1930 Zaventem	5	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.87034675	4.47807486198956
13981	Appareil fixe-Vast apparaat	Wezenstraat  6 2500 Lier	6	2500	Lier	Antwerpen	in de inkom van het lokaal van de Moedige Bootvissers (kant Schapekoppenstraat)	Oui-Ja	Non-Nee	Van 1 april tem 31 oktober: Altijd op zaterdag, zondag en feestdagen van 14u-17.30u	51.12839715	4.56864681757574
8652	NA	Wezestraat  61 8850 Ardooie	61	8850	Ardooie	West-Vlaanderen	NA	Y	NA	NA	50.9538142	3.2162422
8653	NA	Wezestraat  61 8850 Ardooie	61	8850	Ardooie	West-Vlaanderen	NA	Y	NA	NA	50.9538142	3.2162422
8654	NA	Wezestraat 61 8850 Ardooie	61	8850	Ardooie	West-Vlaanderen	NA	Y	NA	NA	50.9538142	3.2162422
7912	NA	Wideumont-Station  203 6800 Libramont-Chevigny	203	6800	Libramont-Chevigny	Luxembourg	NA	NA	NA	NA	49.9170206	5.50735162616229
1872	NA	Wiedauwkaai 50 9000 Gent	50	9000	Gent	Oost-Vlaanderen	glvl	Y	NA	NA	51.0748696	3.72593532994677
4827	NA	Wiedauwkaai 52 9000 Gent	52	9000	Gent	Oost-Vlaanderen	glvl nst lift,camerabeveiliging	NA	NA	NA	51.07520035	3.72333597433325
15588	Appareil fixe-Vast apparaat	Wiedauwkaai 87 9000 GENT	87	9000	GENT	Oost-Vlaanderen	Achter het onthaal	Oui-Ja	Oui-Ja	NA	51.0711268	3.7267247
8773	NA	Wiekeplein   1 8540 Deerlijk	1	8540	Deerlijk	West-Vlaanderen	NA	Y	NA	NA	50.8584508	3.37891965209982
12834	Appareil fixe-Vast apparaat	Wielendaalstraat 33 9660 BRAKEL	33	9660	BRAKEL	Antwerpen	ingang kleuterblok 1	Oui-Ja	Oui-Ja	NA	50.80358795	3.76241217858857
15415	Appareil fixe-Vast apparaat	Wielsbekestraat 21 8780 Oostrozebeke	21	8780	Oostrozebeke	West-Vlaanderen	buiten ingang speelplaats	Oui-Ja	Oui-Ja	NA	50.9214035	3.33807123482671
15974	Appareil fixe-Vast apparaat	Wielsbekestraat 96 8780 OOSTROZEBEKE	96	8780	OOSTROZEBEKE	West-Vlaanderen	inkom	Oui-Ja	NA	NA	50.9194957	3.345749568529
404	NA	Wiemesmeerstraat  105 3600 Genk	105	3600	Genk	Limburg	NA	Y	NA	NA	50.9700865	5.55598575935858
13935	Appareil fixe-Vast apparaat	Wiemesmeerstraat 85 3600 Genk	85	3600	Genk	Limburg	binnen in de hoofdgang van het centraal gebouw van de stedelijke werkplaatsen ter hoogte van de hoofdinkom.	Oui-Ja	Non-Nee	weekdagen tussen 7u30 en 16u30	50.9806978	5.54653292894862
6585	NA	wiertz 60 1040 Bruxelles	60	1040	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.83880165	4.37477475154713
6584	NA	Wiertz 60 1040 Bruxelles	60	1040	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.83880165	4.37477475154713
15889	Appareil fixe-Vast apparaat	Wijgmaalsesteenweg 32 3020 HERENT	32	3020	HERENT	Vlaams-Brabant	Inkom magazijn	Oui-Ja	NA	NA	50.91153275	4.67675292012961
13371	Appareil fixe-Vast apparaat	Wijnbergstraat 121 8560 WEVELGEM	121	8560	WEVELGEM	West-Vlaanderen	Buitenkast Inkom	Oui-Ja	NA	NA	50.819091	3.16954744275378
15223	Appareil fixe-Vast apparaat	Wijnendalestraat 169 8800 BEVEREN ROESELARE	169	8800	BEVEREN ROESELARE	Oost-Vlaanderen	aan batterij lokaal	Oui-Ja	NA	NA	50.9704015	3.1314043
11385	NA	Wijnendalestraat 174 8800 Roeselare	174	8800	Roeselare	West-Vlaanderen	NA	Y	NA	NA	50.97318905	3.12623502228353
11234	NA	Wijnendelesstraat 171 8800 Roeselare	171	8800	Roeselare	West-Vlaanderen	NA	Y	NA	NA	50.9692923	3.1268982
7875	NA	Wijngaard  9 2200 Herentals	9	2200	Herentals	Antwerpen	NA	NA	NA	NA	51.1896826	4.83792742485638
11624	NA	Wijngaardstraat  8000 Brugge	NA	8000	Brugge	West-Vlaanderen	NA	Y	NA	NA	51.2016405	3.224702
15641	Appareil fixe-Vast apparaat	Wijngaardstraat 1 3070 KORTENBERG	1	3070	KORTENBERG	Vlaams-Brabant	buitengevel,achterzijde vd speeltuin	Oui-Ja	Oui-Ja	NA	50.8832783	4.5459701
13899	Appareil fixe-Vast apparaat	Wijngaardveld 32 9300 Aalst	32	9300	Aalst	Oost-Vlaanderen	Productie - Afdeling Kunststof	Non-Nee	Non-Nee	NA	50.9607249	4.04244151561048
6274	Appareil fixe-Vast apparaat	wijngaardveld 34 9300 AALST	34	9300	AALST	Oost-Vlaanderen	inkom	Oui-Ja	NA	NA	50.9605466	4.04455741872545
11231	NA	Wijshagerkiezel 40 3670 Oudsbereen	40	3670	Oudsbereen	Limburg	NA	Y	NA	NA	51.1042953	5.5581978
6739	NA	wijtschotbaan  3 2900 Schoten	3	2900	Schoten	Antwerpen	NA	NA	NA	NA	51.24381105	4.50524953110335
5974	NA	Wildersedreef  56 1910 Kampenhout	56	1910	Kampenhout	Vlaams-Brabant	NA	NA	NA	NA	50.93592465	4.58297675300876
16547	Appareil fixe-Vast apparaat	Wilgenhof 2 2830 WILLEBROEK	2	2830	WILLEBROEK	Antwerpen	Buitenkast inkom 	Oui-Ja	NA	NA	51.0537243	4.3560226
8194	NA	Willebroeckkaai  33 1000 Brussel	33	1000	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.860512	4.350598
7512	NA	Willekensmolenstraat  140 3500 Hasselt	140	3500	Hasselt	Limburg	NA	NA	NA	NA	50.932625	5.35441172729135
13867	Appareil fixe-Vast apparaat	Willem De Bettelaan 2 9340 Lede	2	9340	Lede	Oost-Vlaanderen	WZC Markizaat - binnen - inkom	Oui-Ja	Non-Nee	NA	50.96760415	3.98420215706878
12603	Appareil fixe-Vast apparaat	Willem De Croylaan   3001 HEVERLEE	NA	3001	HEVERLEE	Vlaams-Brabant	Gebouw 339/20 ,centrale dispatch, aan het onthaal	Oui-Ja	NA	NA	50.8601463	4.6836713
15167	Appareil fixe-Vast apparaat	Willem gijsselstraat 16 2050 ANTWERPEN	16	2050	ANTWERPEN	Antwerpen	Buitenkast inkom containers 	Oui-Ja	NA	NA	51.2286364	4.3752698
10073	NA	Willem Lamberstraat  1930 Zaventem	NA	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.88359885	4.47095495
10074	NA	Willem Lamberstraat  1930 Zaventem	NA	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.88359885	4.47095495
3837	NA	Willem Tell straat  32 8370 Blankenberge	32	8370	Blankenberge	West-Vlaanderen	inkomhal nst bur zaaltoezich	NA	NA	NA	51.30868495	3.13491142850916
12972	Appareil fixe-Vast apparaat	Willem Tellstraat 32 8370 Blankenberge	32	8370	Blankenberge	West-Vlaanderen	In de inkomhal naast bureau zaaltoezichter	Oui-Ja	Oui-Ja	NA	51.30868495	3.13491142850916
15692	Appareil fixe-Vast apparaat	Willem Van Laarstraat  2600 BERCHEM	NA	2600	BERCHEM	Antwerpen	inkomhal bib	Oui-Ja	Oui-Ja	NA	51.1941149	4.4226181
16257	Appareil fixe-Vast apparaat	Willem Van Laerstraat  2600 BERCHEM	NA	2600	BERCHEM	Antwerpen	inkomhal gelijkvloers	Oui-Ja	NA	NA	51.19447747	4.42227601
8624	NA	Willemdok  4 2000 Antwerpen	4	2000	Antwerpen	Antwerpen	NA	Y	NA	NA	51.2205827	4.3990014
2076	NA	Willy Vandensteenplein   2920 KALMTHOUT	NA	2920	KALMTHOUT	Antwerpen	buitenkast	NA	NA	NA	51.36445026	4.46437204
8166	NA	Wilmarsdonkstwg 32 2030 Antwerpen	32	2030	Antwerpen	Antwerpen	NA	NA	NA	NA	51.2642066	4.3834383
570	NA	Wilrijkstraat 8 2650 Edegem	8	2650	Edegem	Antwerpen	NA	NA	NA	NA	51.1584267	4.4136821
15298	Appareil fixe-Vast apparaat	Wilselsesteenweg 115 3010 KESSEL-LO	115	3010	KESSEL-LO	Vlaams-Brabant	BUITENKAST	Oui-Ja	Oui-Ja	NA	50.8997901	4.7257692
1253	NA	Wilsonplein 4 9000 Gent	4	9000	Gent	Oost-Vlaanderen	NA	NA	NA	NA	51.0483788	3.7300557
13776	Appareil fixe-Vast apparaat	WINDMOLENSTRAAT  1 9620 VELZEKE	1	9620	VELZEKE	Oost-Vlaanderen	AAN DE  BUITENMUUR VAN DE KANTINE VAN HET VOETBALPLEIN FC VELZEKE	Oui-Ja	Oui-Ja	NA	50.88662165	3.77758011065075
4715	NA	Windmolenstraat  39 1140 Bruxelles	39	1140	Bruxelles	Bruxelles-Brussel	salle de sports	NA	NA	NA	50.87416135	4.39634782833256
9331	NA	Windschof 25 9400 Appelterre-Eichem	25	9400	Appelterre-Eichem	Oost-Vlaanderen	NA	Y	NA	NA	50.8218388	3.9722357
9044	NA	Winevenstraat  56 3620 Lanaken	56	3620	Lanaken	Limburg	NA	Y	NA	NA	50.8715522	5.63335094311054
11357	NA	Wingenestraat 2 8020 Oostkamp	2	8020	Oostkamp	West-Vlaanderen	NA	Y	NA	NA	51.105011	3.2733288
6236	NA	Wingepark  13 3110 Rotselaar	13	3110	Rotselaar	Vlaams-Brabant	NA	NA	NA	NA	50.9409035	4.74497002071128
9864	NA	Wingepark 5 3110 Rotselaar	5	3110	Rotselaar	Vlaams-Brabant	NA	NA	NA	NA	50.94031925	4.74313097882838
7573	Appareil fixe-Vast apparaat	Winkelomseheide 186 2440 GEEL	186	2440	GEEL	Antwerpen	In de verkoopsruimte,achter de toog	Oui-Ja	Oui-Ja	NA	51.1266875	5.0117597
11081	NA	Winkelomsheide 219 2440 Geel	219	2440	Geel	Antwerpen	NA	Y	NA	NA	51.12156	5.0153843
11082	NA	Winkelomsheide 219 2440 Geel	219	2440	Geel	Antwerpen	NA	Y	NA	NA	51.12156	5.0153843
11072	NA	Winkelstrasse 14 4700 Eupen	14	4700	Eupen	Liège	NA	Y	NA	NA	50.6451894	6.04492791453908
2032	NA	Winketkaai 32 2800 MECHELEN	32	2800	MECHELEN	Antwerpen	inkomhal, links in kast tegen muur	NA	NA	NA	51.0307503	4.4707059
8387	NA	Wintergroenstraat  61 3600 Genk	61	3600	Genk	Limburg	NA	NA	NA	NA	50.9329185	5.52791893966839
5774	NA	Witherendreef 1 3090 Overijse	1	3090	Overijse	Vlaams-Brabant	NA	NA	NA	NA	50.792995	4.5034924
9586	NA	Witherendreef 1 3090 Overijse	1	3090	Overijse	Vlaams-Brabant	NA	NA	NA	NA	50.792995	4.5034924
11496	NA	Witte Burg 92 8670 Koksijde	92	8670	Koksijde	West-Vlaanderen	NA	Y	NA	NA	51.12122635	2.67710820767857
12792	Appareil fixe-Vast apparaat	Woeker 3 9700 Oudenaarde	3	9700	Oudenaarde	Oost-Vlaanderen	Cultureel centrum De Woeker, buitengevel - speelplaats	Oui-Ja	Oui-Ja	NA	50.8449188	3.6071523
5320	NA	Woestijnestraat 13 9770 Kruishoutem	13	9770	Kruishoutem	Oost-Vlaanderen	inkom	NA	NA	NA	50.9016087	3.52763070002996
8701	NA	Woestijnstraat  53 9140 Temse	53	9140	Temse	Oost-Vlaanderen	NA	Y	NA	NA	51.12458038	4.21374226
15506	Appareil fixe-Vast apparaat	Woestijnstraat 49 2880 Bornem	49	2880	Bornem	Antwerpen	.	Oui-Ja	Non-Nee	NA	51.0949839	4.2726467
3824	NA	Wolfputstraat  92 9041 Oostakker	92	9041	Oostakker	Oost-Vlaanderen	gang thv personeelslokaal	NA	NA	NA	51.09282695	3.76489000119175
11044	NA	Wolfputstraat 106 9041 Oostakker	106	9041	Oostakker	Oost-Vlaanderen	NA	Y	NA	NA	51.0942423	3.76776109449113
15488	Appareil fixe-Vast apparaat	Wolfputstraat 92 9041 Oostakker	92	9041	Oostakker	Oost-Vlaanderen	Gang naast lift	Oui-Ja	Non-Nee	NA	51.09282695	3.76489000119175
8050	NA	Wolfsbergstraat  58 3600 Genk	58	3600	Genk	Limburg	NA	NA	NA	NA	51.0012503	5.48286000590759
14693	Appareil fixe-Vast apparaat	Wolfsdonksesteenweg 204 2230 Herselt	204	2230	Herselt	Antwerpen	gevel kapel maar de kapel is afgebroken en wordt lokaal dienstencentrum	Oui-Ja	Oui-Ja	NA	51.039929	4.8848808
8484	NA	woluwedal  102 1200 Brussel	102	1200	Brussel	Bruxelles-Brussel	NA	Y	NA	NA	50.8557187	4.4449339
8950	NA	Woluwedal  18 1932 Sint-Stevens-Woluwe	18	1932	Sint-Stevens-Woluwe	Vlaams-Brabant	NA	NA	NA	NA	50.8588554	4.4510998
5560	NA	Woluwedal  30 1932 Sint-Stevens-Woluwe	30	1932	Sint-Stevens-Woluwe	Vlaams-Brabant	entrée cuisine	NA	NA	NA	50.8608529	4.4514718
842	NA	Woluwedal 102 1200 Bruxelles	102	1200	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8557187	4.4449339
9115	NA	Woluwedal 18 1932 Sint-Stevens-Woluwe	18	1932	Sint-Stevens-Woluwe	Vlaams-Brabant	NA	NA	NA	NA	50.8588554	4.4510998
8554	NA	Woluwelaan  148 1831 Diegem	148	1831	Diegem	Vlaams-Brabant	NA	Y	NA	NA	50.902841	4.4264687
5287	NA	Woluwelaan  151 1831 Diegem	151	1831	Diegem	Vlaams-Brabant	gang glvl operations DGO,nst EHBO	NA	NA	NA	50.8911987	4.4494554
1027	NA	Woluwelaan 11 1830 Machelen	11	1830	Machelen	Vlaams-Brabant	NA	NA	NA	NA	50.91600605	4.43053646918492
12452	Appareil fixe-Vast apparaat	Woluwelaan 9 1800 Vilvoorde	9	1800	Vilvoorde	Vlaams-Brabant	Nomade	NA	NA	NA	50.9214022	4.4421995
13186	Appareil fixe-Vast apparaat	Woluwestraat 1 1830 Machelen	1	1830	Machelen	Vlaams-Brabant	Inkom gemeentehuis	Oui-Ja	Oui-Ja	24/24	50.9127457	4.4322684
16337	Appareil fixe-Vast apparaat	Woluwestraat 1 1830 Machelen	1	1830	Machelen	Vlaams-Brabant	Naast inkomdeur	Oui-Ja	Oui-Ja	NA	50.9127457	4.4322684
15931	Appareil fixe-Vast apparaat	Wolvenstraat 23 8500 KORTRIJK	23	8500	KORTRIJK	West-Vlaanderen	aan de receptie	Oui-Ja	NA	NA	50.81655145	3.26627703438473
1948	NA	Wolvertemsesteenweg 244 1850 Grimbergen	244	1850	Grimbergen	Vlaams-Brabant	nabij onthaal	NA	NA	NA	50.93858385	4.35670881206261
1630	NA	Wommelgemsesteenweg 18 2110 Wijnegem	18	2110	Wijnegem	Antwerpen	NA	NA	NA	NA	51.2264753	4.5205535
7864	NA	Woodrow Wilsonpl.   9000 Gent	NA	9000	Gent	Oost-Vlaanderen	NA	NA	NA	NA	51.05382156	3.72279501
